,reference,transcription
10,पुरुषों के स्टैंडिंग सुपर-जी में ऑस्ट्रेलिया के मिशेल गौरले ग्यारहवें स्थान पर रहे चेक प्रतियोगी ओल्डरिच जेलिनेक पुरुषों के सिटिंग सुपर-जी में सोलहवें स्थान पर रहे, पुर्शों के standing super G में Australia के Michelle Gourley 11 में स्थान पर रहे चक प्रतियोगी Aldrich Jellynac पुर्शों के sitting super G में 16 में स्थान पर रहे
11,केवल दो हफ़्तों में अमेरिकियों और फ़्री फ़्रेंच बलों ने दक्षिणी फ़्रांस को मुक्त कर दिया था और जर्मनी की ओर बढ़ रहे थे, केवल दो हफतो में अमेरिकियो और फुरी फ्रेज बलो ने दक्षणी फ्रान्स को मुक्त कर दिया था और चार्मिनी की वर बढ रहे थे।
12,ms बीमारी केंद्रीय तंत्रिका तंत्र पर असर करती है जिसमें दिमाग स्पाइनल कॉर्ड और ऑप्टिक नर्व शामिल हैं," M.S. बीमारी केंद्रिय तंट्र का तंट्र पर असर करती है, जिसमें दिमांग इस्पाइनल कौड और अप्टिक नर्व शामिल हैं."
13,हर कोई समाज से जुड़ा होता है और ट्रांसपोर्ट सिस्टम का उपयोग करता है लगभग सभी लोग ट्रांसपोर्ट सिस्टम के बारे में शिकायत करते हैं, हरकोई समाज से जुड़ा होता है और ट्रानस्पृट सिस्टम का प्योक करता है लगभक सभी लोग ट्रानस्पृट सिस्टम के बारे में शिकायत करते हैं
14,एक पूरी तरह से विकसित एथलीट की तरह बाघ चढ़ाई कर सकता है हालाँकि अच्छी तरह से नहीं तैर सकता है बड़ी दूरी तक छलांग लगा सकता है और एक शक्तिशाली मनुष्य के पाँच गुना बल के साथ खींच सकता है, एक पूरी तरह से बिकसित एथलीट की तरहा बाग चढ़ाई कर सकता है हाला के अच्छी तरह से नहीं तेर सकता है बड़ी दूरी तक चलंग लगा सकता है और एक सक्तिसाले मनश के पांच गुना बल के साथ खिंज सकता है
15,विशेष रूप से सवाना पर बेहतरीन अफ़्रीकी वन्य जीवन को संपूर्ण रूप से देखने के लिए आमतौर पर सफ़ारी शब्द का उपयोग किया जाता है, विषेश रूप से सवान पर भिठ्तरीन अफ्रीगी वन्न जीवन को सम्पुन रूप से देखने के लिए आमतोर पर सफारी शब्ध का उप्योग किया जाता है।
16,गंभीर मौसम किसी भी खतरनाक मौसमी घटना के लिए वर्गीय शब्द है जिसमें नुकसान गंभीर सामाजिक व्यवधान या मानव जीवन की हानि की संभावना है," गमबीर मौसम किसी भी खतनाक मौसमी गतना के लिए वर्गी ये सब्द है, जिसमें नुक्षान गमबीर सामाजिक वेवदान या मानव जीवन की हानी की सम्वापना है।"
17,हालांकि यह अकेला नहीं है प्रयोग करना और प्रयोग एक ऐसा परीक्षण होता है जिसका इस्तेमाल करके एक या इससे ज़्यादा संभावित परिकल्पनाओं को ख़त्म करने सवाल करने और अवलोकन करने से भी वैज्ञानिक शोध को मार्गदर्शन मिलता है," हाला कि यह अकेला नहीं है, प्रेवोग करना और प्रेवोग एक ऐसा परिशण होता है, जिसका इस्तिमाल करने एक या इस्से जादा समभावित परिकाल पराओं को खात्व करने के सबाल करने और अबलोकन करने से ही भैज्यानिक सूध कू मर्गदशन बिलता है।"
18,कैल्शियम और पोटैशियम जैसे तत्वों को धातु माना जाता है बेशक चांदी और सोने जैसी धातुएं भी हैं," केल्सियम और पोतेसियम जैसे तत्वों को दातू माना जाता है बेश, चांदी और सोने जैसी दातू ये भी है"
19,हॉट चॉकलेट बेल्जियम के मानकों पर बनी है फलों का जूस महंगा है लेकिन बहुत अच्छा है, लेकिन बहुत अच्छा है।
20,जिस समय घटनाएँ हुई उसके युग को सामान्य रूप से यूरोप के इतिहास में 11वीं 12वीं और 13वीं सदी ad 1000-1300 में यूरोपियन इतिहास के उच्च मध्य युग की अवधि के रूप में बताया जाता है," जिस समय घत्नाए हुए उसके यूब को सामान्ने रूप से यूरोब के इतिहास में ग्यारवी, बारवी, और तेरवी सदि में यूरोपियन इतिहास के उच्मद्यव यूब की अवधि के रूप में बताया जाता हैं।"
21,कुछ लोगों ये सोचते थे की कि वह सही था लेकिन बहुत से लोग इसके विपरीत मानते थे; की सौर मंडल सूर्य और यहां तक कि अन्य सितारों सहित पृथ्वी के चारों और चक्कर लगता था ।, कुछ लोग यह सोषते थे कि यह सही था लेकिन बहुत से लोग इसके विपरित मानते थे कि सोर्मंडल सुर्य और यहाँ तक कि अन्य सितारे सहित प्रिछ्वी के चारो वर्चकर लगाता था
22,यदि आप केवल शिपबोर्ड भ्रमण का उपयोग करके किनारे तक जाते हैं तो आपको एक अलग वीज़ा की आवश्यकता नहीं होगी 2009 तक, यदि आप केवल शिप बौड ब्रमन का उप्यो करके किनारे तक जाते हैं तो आपको एक अलग वीजा की अवशकता नहीं होगे 2009 तक
23,यहूदी और गैर-यहूदी की तरह अभी भी ऐसे कई पुरुष और महिलाएं जीवित हैं जो उस समय बचने में सफल रहे और कई जिनके प्रियजनों को मार दिया गया या उनके मरने तक उनसे काम करवाया गया," यहूदी और गैव यहूदी की तरा, अभी भी ऐसे कई पूरुश और महिलाय जीवित हैं, जो उस सम्हें बचने में सफल रहे और कई जिनके प्रियजनों को मार दिया गया या उनके मरने तक उनसे काम कर वाया गया।"
24,इटैलियन भी रोज़ाना इस्तेमाल होने वाली भाषा है जिसे राज्य में काम करने वाले अधिकांश लोग उपयोग में लाते हैं जबकि लेटिन का धार्मिक रस्मों में इस्तेमाल किया जाता है," इटालियन भी रोजाना इस्तिमाल होने वाली भाशा है, जिसे राज में काम करने वाले अधिकांस लोग उप्योग में लाते हैं, जबकि लेटिन का धारमिक रस्मो में इस्तिमाल किया जाता है।"
25,लोग यह अनुमान नहीं लगा सकते हैं कि घर लौटने वाले यात्रियों के लिए धैर्य और समझ भी आवश्यक है, लोग या नुमान नहीं लगा सकते हैं कि घर लौटने वाले यात्रियों के लिए धैर्य और समझ भी आवश्यक है।
26,उन्होंने अफवाहों को राजनीतिक बकवास और मूर्खतापूर्ण कहा, उम्हु ने नख्वा उको राज नितिक बप्वा सुर्मुक ताप्मु काहा
27,इंटरनेट लोगों और अंतर-परस्पर संचार दोनों के तत्वों को मिलाता है, इन्टेनेट लोगों और अंतर पर अस्पर संजाद दोनों के तत्नों को मिलाता है।
28,तकनीकी निर्धारण की ज़्यादातर व्याख्याएं दो सामान्य विचारों के बारे में बताती हैं तकनीकी विकास पर सांस्कृतिक या राजनीतिक असर का कोई भी प्रभाव नहीं पड़ता है और परिणामस्वरूप सामाजिक रूप से अनुकूलित होने के बजाय वह तकनीक निहित समाजों को प्रभावित करती है, तकनिकी निर्धारन की ज्यादतर व्याक्यान दो समानने विचारों के बारेमे बताती हैं। तकनिकी विकास पर सांसकिर्तिक या राजनितिक असर का कोई भी पर्भाव नहीं परता है और परिनाम सवरूप समाजिक रूप से अनुकुलित होने के भजाए वो तकनीक निहित समाजों को प्रभावित करती हैं.
29,केवल दो हफ़्तों में अमेरिकियों और फ़्री फ़्रेंच बलों ने दक्षिणी फ़्रांस को मुक्त कर दिया था और जर्मनी की ओर बढ़ रहे थे, केवल दो हप्तों में अम्रीकियों और फ्री फ्रेज बलू ने नक्छिन फार्श को मुक्त कर दिया था और जर्मानी के और बढ़ रहे थे
30,यूनिवर्सिटी ऑफ़ डंडी के प्रोफ़ेसर पामेला फ़र्ग्यूसन लिखते हैं अगर संदिग्धों के फ़ोटो आदि प्रकाशित होते हैं तो पत्रकारों को यह ख़तरनाक मार्ग पर चलना लगता है," University of Dundee के Professor Pamela Fungerson लिखते हैं, अगर संदिदो की फोटो आदी प्रकाशित होती है तो पत्रकारो को यह खतरना मार्क पर चलना लगता है।"
31,उनका सिंगापुर के उप-प्रधान मंत्री वोंग कान सेंग ने स्वागत किया और उन्होंने सिंगापुर के प्रधानमंत्री ली सिएन लूंग के साथ व्यापार और आतंकवाद के मामले पर बातचीत की, उनका सिंगपूर्ते उप प्रदान मंत्री वोंग कान्सेंग ने स्वागत गिया। और उन्हुने सिंगपूर्ते प्रदान मंत्री ली सिएन लू के स्थात व्योप्यापार और अतंग्वात के मामले पर्भाचित की।
32,विखंडन बम इस सिद्धांत पर काम करता है कि कई प्रोटॉन और न्यूट्रॉन वाले एक नाभिक को एक साथ रखने के लिए ऊर्जा लगती है, विखणडन बम इस सिध्थान्त पर काम करता है कि कई प्रोटोन और नूट्रोन वाले एक नाभिक को एक साथ रकने के लिए उर्जा लगती है
33,ऐसा माना जाता है कि पेरिस के निवासी अहंकारी असभ्य और अभिमानी होते हैं, एसा माना जाता है कि पैरिस के निवासी अहांकारी असबदे और अभिमानी होते हैं।
34,1963 में बांध बनने के बाद मौसमी बाढ़ जो पूरे नदी में तलछट फैला देगी वह रुक गई थी, 1963 में बाद बनने के बाद मौसमी बार जो पूरे नदी में थल्चट फेला देगी वे रुप गई थी।
35,यह ऑरोरा बोरेलिस को देखने का एक अच्छा अवसर प्रदान करता है क्योंकि आकाश में उस समय अंधकार सा ही रहेगा, यह आरोरा बोरेलिस को देखने का एक अच्छा अवसर प्रधान करता है क्यूकि अकाश में उस समय अंदकार साही रहेगा
36,यह शहर देश के बाकी शहरों से अलग है क्योंकि यह किसी अफ्रीकी शहर की बजाय अरब शहर लगता है, यह शहर देश के बाकी शहरों से अलग है क्यूकि यह किसी अफ्रीकी शहर की बजाए अरब शहर लगता है
37,पुलिस अधीक्षक चंद्र शेखर सोलंकी ने कहा कि आरोपी ढके हुए चेहरे के साथ अदालत में पेश हुए थे, पूलिस अदीच्चक चंद शेकर सोलंकी ने कहा कि आरूपी धाके हुए चह्डे के साथ अजालस में पेश हुए थे।
38,ज़्यादा परंपरागत चर्चों में ईस्टर सप्ताहांत में शनिवार रात को ईस्टर विजिल का आयोजन किया जाता है जिसमें लोग क्रिस के पुनर्जन्म का उत्सव मनाने के लिए आधी रात के समय उत्सव मनाना शुरू करते हैं," ज्यादा परम्परागत चर्चु में इश्टर सब्ताहन्द में शनिवार रात को इश्टर विजिल का आयजन किया जाता हैं, जिसमें लोग क्रिश के पुन्न जर्नन का उत्साव मनाने के लिए आदी रात के शमें उत्साव मनाना सुरू करते हैं।"
39,29 वर्षीय डॉ मलार बालासुब्रमण्यम सिनसिनाटी के उत्तर में लगभग 15 मील की दूरी पर एक उपनगर ब्लू ऐश ओहियो में मिले जो एक टी-शर्ट और अंडरवियर में सड़क के किनारे बहुत अधिक नशे की हालत में जमीन पर पड़े थे," 29 वर्शिय डॉक्टर मलाल बाला सुब्रमनियम सेन्सिनाडि की उत्तर में लगबक 15 मिल की दूरी पर एक उपनगर ब्लूह एश ओहियो में मिले, जो एक टीशर्ट और अंडर्वियर में सरब के किनारे बहुत अधिक नशे की हालत में जमीन पर पडे थे।"
40,बाद में उन्हें कैम्ब्रिज में एडेनब्रुक के अस्पताल में स्थानांतरित कर दिया गया, बादमे उन्हें कैमब्रीज में एडन रूक के असपतल में स्थान नान्द्रित कर दिया गया
41,तीसरी शताब्दी ईसा पूर्व में मिस्रियों द्वारा निर्मित ग्रेट पिरामिड मृत फिरौन का सम्मान करने के लिए निर्मित कई बड़ी पिरामिड संरचनाओं में से एक है, तीसरी शताबदी इसा पूर्म में मिस्रियों द्वारा निर्मित ग्रेट पिरामिड मिर्थ फिरॉन का सम्मान करने के लिए निर्मित कही बड़ी पिरामिद संचार्नाओ में से एक है।
42,महिलाएं यह अनुशंसा की जाती है कि कोई भी महिला यात्री वास्तविक वैवाहिक स्थिति के बावजूद कहती है कि वह विवाहित है, महिलाये या अनुशरणशागी जाती है कि कोई भी महिलायातरी वस्तविक विवाइत सिति के बावजुत कहती है कि वो विवाइत है
43,भवनों की परेड जिसने हांगकांग की स्कायलाइन को चमचमाते बार चार्ट की तरह बनाया है उसने विक्टोरिया हार्बर के पानी की मौज़ूदगी को देखने लायक बनाया है, भबनो की परेड जिसने हुंगकॉंग की स्काइलाइन को चम्चमाते बार चाट की तरा बनाया है। उसने विक्टोरिया हारबर के पानी की मौजूदकी को देखने लायग बनाया है।
44,गंभीर मौसम किसी भी खतरनाक मौसमी घटना के लिए वर्गीय शब्द है जिसमें नुकसान गंभीर सामाजिक व्यवधान या मानव जीवन की हानि की संभावना है," गमबीर मौसम किसी भी खतरनाक मौसमी गथना के लिए वर्गिय शब्त है जिसमे नुक्सान, गमबीर सामाज़ि पे अवधान या मान जीवन की हानी की समभाबना है।"
45,स्प्रिंगबोक्स के लिए इसने पांच-मैचों की हार का सिलसिला समाप्त कर दिया, स्प्रिंग बौक्स के लिए इसने पाँच मैंशो की हार का सिल्सिला समाप्त कर दिया
46,लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं शार्पनर का उपयोग करने की आवश्यकता नहीं पड़ती, लोग आप computer screen पर संदेश लिखते हैं सार्पनर का उप्योग करने की आवसकता नहीं पड़ती हैं।
47,हांगकांग द्वीप हांगकांग के क्षेत्र को उसका नाम देता है और यह वह स्थान है जिसे कई पर्यटक मुख्य केंद्र बिंदु मानते हैं, हौंकौंग दॉीप हौंकौंग के एक शेत्र को उसका नाम देता है और ये वेस्तान है जिसे कई प्रियतक मुख्य केंद्र बिंदू मानते हैं
48,तीसरी शताब्दी ईसा पूर्व में मिस्रियों द्वारा निर्मित ग्रेट पिरामिड मृत फिरौन का सम्मान करने के लिए निर्मित कई बड़ी पिरामिड संरचनाओं में से एक है, तीसरी सताबदी इसा पूर्व में मिस्रियो द्वारा निर्मित ग्रेट पिरामिड मृत फिरोन का सम्मान करने के लिए निर्मित कय बड़ी पिरामिड संरचनाओ में से एक है।
49,जैसे-जैसे ग्रीक का ज्ञान घटता गया पश्चिम ने खुद को अपनी ग्रीक दार्शनिक और वैज्ञानिक जड़ों से कटा हुआ पाया," जैसे जैसे ग्रीक का ग्यान घत्ता गया, पस्तिम ने खुद को अपनी ग्रीक, दार्सनिक और वैज्ञानिक ज़रों से कटा हुआ पाया।"
50,यह शहर देश के बाकी शहरों से अलग है क्योंकि यह किसी अफ्रीकी शहर की बजाय अरब शहर लगता है, यो शहर देश के बाकी शहरों से अलग है क्यूकि यह किसी अफनी की शहर की बजाए अरब शहर लगता है।
51,प्राचीन संस्कृतियों और जनजातियों ने दूध बाल मांस और चमड़े को अपनी आसान पहुंच में बनाए रखना शुरू कर दिया," प्राचिन संस्कृतियों और जन्जतियों ने दूत, बाल, मान्स और चम्डे को अपनी आसान पौंच में बना रखना शुरू कर दिया।"
52,समाजीकरण के महत्व को स्पष्ट करने के लिए इस्तेमाल किए जाने वाले सबसे आम तरीकों में से कुछ बच्चों के दुर्भाग्यपूर्ण मामलों को आकर्षित करना है जो बड़े होने के दौरान वयस्कों द्वारा उपेक्षित नहीं बल्कि उपेक्षा दुर्भाग्य या दुर्व्यवहार के माध्यम से होते थे," समाजी करन के महत्त को इस्पष्ट करने के लिए इस्तमाल किये जाने वाले सबसे आम तरीकों में से कुछ बच्यों के दुर्भाग्य पुर्ण मामलों को आकर्शित करना हैं, जो बड़े होने के दवरान वेस्को द्वारा उपेक्षित नहीं बल्की उपेक्षा दुर्भाग्य या दुर्वेवार के माद्यम से होते थे।"
53,अक्टूबर में शुरू हुए व्यापक शासन विरोधी प्रदर्शनों के लिए आयोग का गठन मार्टेली की प्रतिक्रिया स्वरूप हुआ था, अक्टूबर में शुरू हुए व्यापक्षासन विरोदी प्रधर्शनों के लिए आयो का घटन माटेली की प्रतिक्रिया स्वरूप हुआ था
54,एक सामान्य लोकप्रिय डिनर विशेष रूप से गर्मी के मौसम में पा एम्बे ओली है ब्रेड के साथ ऑलिव ऑयल टमाटर और कोई भी उपलब्ध रुचिकर सामग्री जैसे पनीर ट्यूना मछली आदि," एक सामान्य लोक प्रिया डिनर, विशेश रूप से गर्मी के माुसम में पा एंबे आूली है, ब्रेट के साथ आूली वॉयल, टमाटर और कोई भी उपलबद रुचिकर सामगरी जैसे पनीर, चुना, मचली आदी."
55,चीज़ों पर कुछ बनाकर या खरोंच कर इस जगह को नुक़सान न पहुंचाएं, चीजों पर कुछ बनाकर या खरुजकर इस जगह को नुख्सान ना पूछ्चाएं।
56,यूरोप एक ऐसा महाद्वीप है जो अपेक्षाकृत छोटा है लेकिन इसमें कई स्वतंत्र देश हैं सामान्य परिस्थिति में कई देशों की यात्रा करने का मतलब कई बार वीज़ा आवेदन और पासपोर्ट कंट्रोल की प्रक्रिया से गुज़रना है, यूरूप एक एसा महादिप है जो अपक्यकरुद छोटा है लेकिन इस ने कई सोतुन्तर देशे समान्या परिष्तेति में कई देशो की जात्रा करने का मतलब कई बार वीजा अबेदन और पास्पृट कुंट्रोल की पक्रिया से गुजलना है।
57,महिलाएं यह अनुशंसा की जाती है कि कोई भी महिला यात्री वास्तविक वैवाहिक स्थिति के बावजूद कहती है कि वह विवाहित है, महिलाय या अनुसुनसा की जाती है कि कोई भी महिलायात्री वास्तविक वेवाये के सिथी के बाब्जुत कहती है कि वो वेवायेत है।
58,उनका सिंगापुर के उप-प्रधान मंत्री वोंग कान सेंग ने स्वागत किया और उन्होंने सिंगापुर के प्रधानमंत्री ली सिएन लूंग के साथ व्यापार और आतंकवाद के मामले पर बातचीत की, उनका सिंगापूर के ओ प्रधान मंत्री वोंकान सेंग ने सॉआगत किया और उन्होंने सिंगापूर के प्रधान मंत्री लीज येन लूंग के साथ व्यपार और आतंकुवात के मामले पर बाज़ीत की.
59,इसलिए यह माना जा रहा है कि नोटेशन को सिर्फ़ एक लेबल के रूप में जोड़ा गया था, इसलिए यह माना जा रहा है कि नोतेशन को सिर्फ एक लेवल के रूप में जोड़ा गया था
60,आपके हाथों की नमी बाहरी परतों के साथ क्रिया करेगी जो अजीब महसूस करेगी और एक तरह का आवरण बनाएगी, आपके हातों की नमी बाहरी पर्तों के साथ क्रिया करेगी जो अजीब मेहसूस करेगी और एक तरांका आवरन बनाएगी
61,ऐसी कोई वैश्विक परिभाषा नहीं है जिसके लिए निर्मित सामान एंटीक होते हैं कुछ कर एजेंसियां 100 साल से पुराने सामान को एंटीक के तौर पर परिभाषित करती हैं," ऐसी कोई वैशविक परिभाशा नहीं हैं, जिसके लिए निर्मित समान इन्टीक होते हैं। कुछ कर जिन्सिया सो साल से पुराने समान को इन्टीक के तौर पर परभाशित करती हैं।"
62,सबसे नज़दीकी सिरे पर क्रस्ट की मोटाई करीब 70 किलोमीटर है और सबसे दूर के सिरे पर यह 100 किलोमीटर है, सब से नज़ी की शिरे पर क्रिष्ट की मौटाई करीब 70 किलोमेटर और सब से दूर के सिरे पर 100 किलोमेटर है
63,लोग अब कंप्यूटर स्क्रीन पर संदेश लिखते हैं शार्पनर का उपयोग करने की आवश्यकता नहीं पड़ती, लोग अप computer screen पर संदेश लिखते है शॉप्नर का उप्योग करने की आवशकता नहीं पढ़ती।
64,चांद की सतह चट्टानों और धूल से बनी है चांद की बाहरी परत को क्रस्ट कहते हैं," चांद की सतह चटानों और दूल से बनी हैं, चांद की बाहरे परत कोक्रस्ट कहते हैं"
65,हमारे ग्रह की नदियों से महासागरों में जाने वाले पानी का 20% हिस्सा अमेज़न से आता है, हमारे ग्रह की नदियों से महा साग्रो में जाने वला पानी का 20 प्रतिषत हिस्सा अमेजुन से आता है
66,सुंदरबन दुनिया का सबसे बड़ा तटीय मैंग्रोव क्षेत्र है जो तट से बांग्लादेशी और भारतीय पहाड़ी क्षेत्र में 80 किमी 50 मील तक फैला हुआ है।, सुंदर बन दुन्या का सबसे बड़ा तट्य मैंग्रोव चेत्र है जो तट्से बांगला देशी और भाल्तिय पाहरी चेत्मे अस्ती किलोमेटर पचास मिल तक फैला हुआ है।
67,इसी तरह पुरुषों के लिए घुटनों को ढंकने वाले ट्राउज़र पहनना ज़रूरी है, इसी तरा पुर्शो के लिए गुट्नों को डगने वाले ट्राव्जर पैनना ज़रूई है।
68,पुरुषों को दृढ़ता से नकारें और अपनी बात पर बेहिचक अड़ी रहें सांस्कृतिक अंतरों के होने या नहीं होने से यह सही नहीं हो जाता!," प्रुशों को दिरह्टा सेनकारें और अपनी बात पर बेहिचक अडी रहें, सांसकृतिक अंतरों के होने या नहीं होने से यह सही नहीं हो जाता।"
69,यहूदी और गैर-यहूदी की तरह अभी भी ऐसे कई पुरुष और महिलाएं जीवित हैं जो उस समय बचने में सफल रहे और कई जिनके प्रियजनों को मार दिया गया या उनके मरने तक उनसे काम करवाया गया, यहूदी और गैर यहूदी की तरह अभी भी ऐसे कई पूरूश और महिलाय जीवित हैं जो उस समय बचने में सफल रहे हैं और कई जिनके प्रीय जनो को मार दिया गया या उनके मरने तक उन से काम कर वाया गया।
