,reference,transcription
11,"""பெர்ரி ""இன்றிரவு காகஸின் முடிவுகளை மதிப்பிடுவதற்காக டெக்சாஸுக்குத் திரும்புவேன் இந்த பந்தயத்தில் எனக்கு ஒரு பாதை இருக்கிறதா என்பதை இது தீர்மானிக்கும்"" என்று கூறினார் ஆனால் பின்பு அவர் பந்தயத்திலேயே இருந்து ஜனவரி 21-இல் தென் கரோலினா முதன்மைப் போட்டியில் போட்டியிடுவார் என்று தெரிவித்தார் ."," பெர்ரி இன்று இரவு காகச் சின் முடிவுகளை மதிப்பிடுவதற்காக தெக் சாக்ஸுக்கு திரும்புவேன். இந்த பந்தையத்தில் எனக்கு ஒரு பாது இருக்கிறதா என்பதை இது தீர்மாணிக்கும் என்று கூறினார். ஆனால் இன்ப அவர் பந்தையத்திலேயே இருந்து ஜனவரி 29, தென் கரோலினா முதன்மை பூட்டியில் பூட்டிடுவார் என்று தெரிவித்தார்."
12,பிரமிட் ஒலி மற்றும் ஒளி நிகழ்ச்சி ஆகியவை இந்தப் பகுதியில் குழந்தைகளுக்கு மிக சுவாரஸ்யமான விஷயங்களில் ஒன்றாகும், பிரமிட் ஓலி மற்றும் ஓலி நிகழ்ச்சியில் ஆகியவை இந்தப் பவுதில் குழந்தைகளுக்கு மிகவும் சுவாரச்சியமான விஷயங்களில் ஒருந்துராகும்.
13,அதன் பலனாக நடிகர்களும் கூட மேடையின் மீது கஞ்சாவை புகைக்கிறார்கள் மற்றும் தியேட்டரும் கூட பார்வையாளர்களை அதில் இணைய உற்சாகப்படுத்துகிறது," அதன் பலனாக நடிகர்களும் கூட மேடையின் மீது கஞ்சாவைப் புகிக்கிறார்கள், மற்றும் தேடரும் கூட பார்வியார்கள் கலை அதில் இனியே ஊர்ச்சாகப் படுத்துகிறது."
14,பெண்கள் எந்தவொரு பெண் பயணியும் அசல் திருமண நிலையைப் பொருட்படுத்தாமல் தாங்கள் திருமணமானவர்களாகக் கூறப்படுவது பரிந்துரைக்கப்படுகிறது, பெண்கள் எந்த ஒரு பெண் பயனியும் அச்சர திருமண நிலையில் பொருட் படுத்தாமல் தாங்கள் திருமண மாணவர்களாகக் கூறப்படுவது பரந்துறைக்கப் பதிகின்றது
15,நிகழ்வுகள் நிகழ்ந்த காலம் பொதுவாக உயர் மத்திய காலங்கள் என்று குறிப்பிடப்படுகிறது 11 12 வது மற்றும் 13 ஆம் நூற்றாண்டுகளில் ஐரோப்பிய வரலாற்றின் காலம் கி.பி 1000-1300," நிகழ்வுகள் நிகழ்ந்த காலம் பொதுவாக உயர் மத்திய காலங்கள் இன்று குறிப்படப்படிக்கிறது. பதினொன்று, பண்ணிரெண்டு மற்றும் பதிமூன்றாம் நூற்றாண்டுகளில் ஐரோபிய வரலாற்றின் காலம் கீப்பி ஆயிரம் முதல் ஆயரத்தி முன்னூரு"
16,திபெத்திய தியானத்தின் மையம் தெய்வ யோகா ஆகும் பல்வேறு தெய்வங்களை காட்டுவதன் மூலம் ஆற்றல் தடங்கள் சுத்தம் செய்யப்படுகின்றன சக்கரங்கள் செயல்படுத்தப்படுகின்றன மற்றும் அறிவொளி உணர்வு உருவாக்கப்படுகிறது, திபேத்திய தியானத்தின் மையம் தெய்வ யோகா ஆகும் பல்வேறு தெய்வங்களை காட்டுவதன் முழம் ஆற்றல் தடங்கள் சுத்தம் செய்யப்படிகின்றன சக்கரங்கள் செயல்படுத்த படிகின்றன மற்றும் அறிவோலி உனக்கு உருவாகப்படிகிறது சக்கரங்கள் செயல்படுத்த படிகின்றன
17,மேலே தெளிவான அழகான வானம் மற்றும் பல மலைகளால் சூழப்பட்டுள்ளதைத் தவிர வேறு எதையும் காண இயலாது குகைக்குள் இருந்து மிகக் குறைந்த அளவே உலகினைக் காணவோ அல்லது கேட்கவோ முடியும்," மேலே தெளிவான அலகான மாணம், மற்றம் பல மலைகள் சுலப்பட்டதைத் தவிர பேரு எதியும் காணை இல்லது, உகைப்புலியில் மிகக் குறைந்த அளவே உலகினை காணகோ அல்லது கேட்கோ முடியும்."
18,ஒரு வெடிகுண்டு ஆளுனர் அதிகாரி அலுவலகத்தின் வெளியே வெடித்தது," ஒரு வடிக்கொண்டு, ஆளினர் அதிகாரி அளிவெல்லத்தின் வழியே வடித்தது"
19,கால்சியம் மற்றும் பொட்டாசியம் போன்ற தனிமங்கள் உலோகங்களாக கருதப்படுகின்றன நிச்சயமாக தங்கம் வெள்ளி போன்ற உலோகங்களும் அதில் உள்ளன, கெல்சி மற்றும் பொட்டாசியும் பொண்டுடன் தனிமங்கள் உள்ளோங்களாகக் கிடைத்து நிச்சயமாக தங்கம் வெள்ளி பொண்டு உள்ளோங்கள் அதிலுள்ளன
20,பாலத்தின் கீழ் செங்குத்து நீளம் 15 மீட்டராக உள்ளது ஆகஸ்ட் 2011-இல் கட்டுமானப் பணிகள் நிறைவடைந்தன ஆனால் மார்ச் 2017-ஆம் ஆண்டு வரை போக்குவரத்துக்குத் திறக்கப்படவில்லை, பாலத்தின் கீழ் சிங்குத்து நீதம் 15 மீட்டு ராஹு உள்ளது ஆகஸ்டு 2019 கட்டுமான பணிகள் நிறைவாடுங்கன ஆனால் மார்ச் 2017 மாண்டு வரை போக்குவரத்து திருக்கப்படவில்லை
21,சர்ச்களின் மத்திய அதிகாரம் கடந்த ஆயிரம் ஆண்டுகளுக்கு மேலாக ரோமில் இருந்து வருகிறது மற்றும் இந்த அதிகாரம் மற்றும் செல்வத்தின் ஒரே இடத்திலான செறிவு பல பேரை அடிப்படைக் கோட்பாடுகள் நிறைவேற்றப் படுகின்றனவா என்ற கேள்விக்கு இட்டுச் செல்கிறது, சர்ச்ஹலின் மத்திய அதிகாரம் கடந்த ஆயிரம் ஆண்டுகளுக்கு மேலாக ரோமில் இருந்து வருகிறது மற்றும் இந்த அதிகாரம் மற்றும் செல்வத்தின் ஒரே இடத்திலான செரிவு பல பேரை அடிப்படைக் கோட்பாடுகள் இறைவேற்ற படிக்கின்றனவா என்ற கேள்விக்கு இட்டு சேர்க்குறது
22,அதே போல் ஒரு ஷேன்கன் வீஸா வைத்திருந்தால் ஷேன்கன் உறுப்பினர் நாடுகளுக்குத் தனித்தனியாக ஒவ்வொன்றுக்குமென வீஸாவுக்கு விண்ணப்பிக்கத் தேவையில்லை அதனால் நேரம் பணம் மற்றும் ஆவண வேலைகளை மிச்சப்படுத்தலாம்," அதைப்போல் ஒரு ஷேனுகன் வீசா அ வைத்திருந்தால், ஷேனுகன் ஒருபின நாடுகளுக்கு தனித்துனியாக öğொன்றிருக்கும்ென வீசாவுக்கு விண்ணப் பிறக்கத் தேவை இல்லை. அதனால் நேரம், பணம் மறும் ஆவண வேலைகளை மிச்சுப் படுத்த ம்."
23,வழக்கமாக சின்ட்ராவுக்கு செல்லும் ஸ்காட்டர்ப் பேருந்து 403 கேபோ டா ரோகாவில் நிற்கிறது, வலக்கமாக சின்றாவுகச் செல்லும் சகாட்ரோப் பெருந்து நானுத்து மூன்று கோபோட்டோ ரோகோவில் நிற்கிறது
24,மெட்ரோவில் வழக்கமான அறிவிப்புகள் கேடலன் மொழியில் மட்டுமே வழங்கப்படுகின்றன ஆனால் திட்டமிடப்படாத இடையூறுகள் ஸ்பானிஷ் ஆங்கிலம் பிரஞ்சு அரபு மற்றும் ஜப்பானிய உள்ளிட்ட பல்வேறு மொழிகளில் தன்னியல்பு முறையில் அறிவிக்கப்படுகின்றன," சில கவனி இயலவு முதியில் ஒரு மீதி சரட்டிகள், இன்ப ராஜாரி, MIKE mins,ISH&SUBA. உண்மையில் சisti எடையில் வந்த உொல்லுக்கு சமைக்குள் பாட்டிக்கரும், இந்த கர்கம்,வெற்றம் இது உளக்கில் விட்டு அதிக மாதச்சேர்வு செய்கிறது."
25,கழிவறை தேவைப்பட்ட மூதாட்டியின் இடத்தை புகைப்படக் கலைஞர்கள் எடுத்துக்கொண்டனர் மெண்டோசா சுட்டுக் கொல்லப்பட்டார், கலிவரை தேவைப்பட்ட மூதாட்டியின் இடத்தை புகைப்படக்கழைந்திருகள் எடுத்துக்கொண்டனர் மென்டோஸா சுட்டுகொள்ளப்பட்டார்
26,நிறமாலையில் மற்றொரு முனையில் ஒருவர் அடையாளம் காண முடியாத நபராக மாற்றம் பெறுகிறார் அவர் அல்லது அவள் குழு செய்து வந்த அனைத்தையும் மாற்ற வேண்டும் மற்றும் தாங்கள் விரும்பியபடி உருவாக்க வேண்டும் என்று நினைக்கிறார்கள், நிரமாலையில் மட்டொரு முனையில் ஒருவர் அடையாலம் காண முடியாத நபராக மாற்றும் புதுகிறார் அவர அல்லது அவள் குழு செய்து வந்து அனைத்தையும் மாற்ற வேண்டும் மட்டும் தாங்கள் விரும்பிய படி உருவாக்க வேண்டும் என்று நினைக்கிறார்கள்
27,நாட்டில் எந்தச் சேதமும் ஏற்படவில்லை என்று வடக்கு மரியானாஸ் அவசரநிலை மேலாண்மை அலுவலகம் தெரிவித்துள்ளது, நாட்டில் எந்த சேதமும் ஏற்படவில்லை என்று வடக்கு மரியானாஸ் அவசர நிலை மேலான்மை அலுவலகம் தெருவித்துள்ளது
28,எல்லாப் பெயர்ச்சொற்களும் sie என்ற வார்த்தையுடன் எப்போதும் ஒரு வாக்கியத்தின் நடுவில் கூட கேப்பிடல் எழுத்துடன் தொடங்குகின்றன, எல்லா பெயர் சுற்குலும் சீ என்ற வார்த்துயுடன் எப்போதும் ஒரு வாக்கியத்தின் நடுவில்கூட கேப்பிட்டல் எழுத்துடன் தொடங்கிக்கொண்டன
29,15 ஆம் தேதி ஆகஸ்ட் மாதம் 1940 ஆம் ஆண்டு நட்பு நாடுகள் தெற்கு பிரான்சில் ஊடுருவியதை அடுத்து அந்த ஊடுருவல் ஆபரேஷன் டிராகன்' என அழைக்கப்பட்டது, 15 தேதி ஆகஸ்டு மாதம் 1940 ஆண்டு நெற்பு நாடுகள் தெர்க்குப் பிராஞ்சில் ஊடுருவியதை எடுத்து அந்த ஊடுருவல் அப்புரேஷன் டிராகன் என அலைக்கப்பட்டது
30,ரிப் கரண்ட்கள் என்பவை பெரும்பாலும் பாறை உள்ள இடங்கள் அல்லது அது போன்ற இடங்களில் கடற்கரையிலிருந்து வரும் அலைகளின் எதிர் ஓட்டமாகும், டிப் கரண்ட்கள் என்பவை பெரும்பாலும் பாரை உள்ள இடங்கள் அல்லது அது போன்ற இடங்களில் கடட் கரையிலிருந்து வரும் அலைகளின் எதிரோட்டமாகும்
31,பாரிஸியர்கள் எகோசென்ட்ரிக்கான முரட்டுத்தனமான மற்றும் திமிர்பிடித்தவர்கள் என்று பெயர்பெற்றவர்கள்," பாரிஷியர்கள், ஏகோசெண்டரிக்கான முழுடுத்தனமான மட்டும் திமிர் பிடித்தவர்கள் என்று பயர்பட்டவர்கள்"
32,கலிஃபோர்னியா கவர்னர் அர்னால்ட் ஸ்வார்ஸ்னேக்கர் சிறார்களுக்கு வன்முறை வீடியோ கேம்களை விற்பனை செய்வதையோ அல்லது வாடகைக்கு விடுவதையோ தடை செய்யும் மசோதாவில் கையெழுத்திட்டார், கலிப்போணியா கவனர் அர்ணால் ஸ்வாஸ்ணேக்கர் சிரார்களுக்கு ஒன்முறை வீடியோக்கேம்களை விருப்பனைக்கு செய்வதியோ அல்லது வாடகைக்கு விடிவதியோ தரை செய்யும் மாசோதபில் கையில் கிட்டாது.
33,உங்களுக்கு நாட்டுப்புற சாலைகளில் பயணம் செய்யும் பழக்கம் இல்லையெனில் விழிப்பாக இருங்கள் செங்குத்தான பாதைகள் குறுகிய சந்துகள் மற்றும் சிறிதான வளைவுகள் ஆகியவை அதிகம் தோன்றும்," உங்களுக்கு நாட்டுப்புறச் சலைகளில் பயனம் செய்யும் பழக்கம் இல்லை நீ விழிப்பாக இருங்கள். செங்குத்தான பாதைகள், குரிய சந்துகள் மற்றும் சிறிதான வழைவுகள் ஆகிவை அதிகம் தோன்றும்."
34,மடகாஸ்கர் மிகப்பெரியது வனவிலங்குகளுக்கென்று வரும் நிலையில் இது ஒரு தனிக்கண்டமாக கருதப்படுகிறது, மடகாஸ்கர மிகப் பெரியது. வனவிலங்குகலுக்கென்று வரும் நிலையில் இது ஒரு தனிக் கண்டமாகக் கருதப்படுகிறது.
35,"""அந்த விவாதம் கேட்ரினா புயலைத் தொடந்த நிவாரணம் மற்றும் சீரமைப்பிற்கான செலவு குறித்த கருத்து வேறுபாட்டினால் ஏற்பட்டது; அதை சில நிதிப் பழமைவாதிகள் நகைச்சுவையாக ""புஷ்ஷின் புதிய ஆர்லியன் ஒப்பந்தம்"" என முத்திரையிட்டனர். ", அந்த விவாதம் கேட்டினா போயில் தொடர்ந்த நிவார்ணம் மட்டும் சீரமைப்பிட்கான செலவுக்கொருத்த கருத்து வேறு வாடுகினால் இப்போது அதைச் சில நிதிப் பலமைவாதிகள் நஹேச்சுவையாக புஷ்ன் புதிய ஆர்லியன் ஒப்பந்தம் என்னை முத்திரிக்கட்டுனார்
36,லக்கா சிங் பஜனையை வழங்கினார் பாடகர் ராஜு கண்டெல்வலும் அவருடன் வந்திருந்தார், எல்லா காச்சின் பஜனையை வளங்கினார் பாடகர் ராஜி கண்டரல்வாளும் அவருடன் சந்திவந்திருந்தாரு
37,இரண்டே வாரங்களில் அமெரிக்கப் படைகளும் சுதந்திர பிரெஞ்சு படைகளும் தெற்கு பிரான்ஸை விடுவித்து ஜெர்மனியை நோக்கி திரும்பின, இரண்டு வாரங்களில் அமெரிக்க படைகளும் சுதந்திரப் பரஞ்சு படைகளும் திருக்கு ப்ரான்சை விடிவிட்டு ஜெர்மணியை நோக்கி திரும்பினேன்.
38,மடகாஸ்கர் மிகப்பெரியது வனவிலங்குகளுக்கென்று வரும் நிலையில் இது ஒரு தனிக்கண்டமாக கருதப்படுகிறது," மடகாஸ்கர் மிகப் பெரியது, வணவிலங்குகளுக்கென்று வரும் நிலையில் இது ஒரு தனிகண்டமாக கருதப்படியுறது."
39,ஹூஹ்னே தன் பதவியை ராஜினாமா செய்துள்ளார் அவருக்கு பதிலாக ed davey mp அப்பதவியை நிரப்புவார் davey விட்டு சென்ற வர்த்தக அமைச்சர் பதவியை norman lamb mp செய்வார் என எதிர்பார்க்கப்படுகிறது, ஹூஹினே தன் பதவியை ராஜினாமா செய்துள்ளார் அவருக்கு வதிலாக எட் டெவி ஏம்பி பதவியை நிறப்புவார் டெவி விட்டுச்சென்ற வருத்தகாமைச்சார் பதவியை நார்மன் லாம்ப் ஏம்பி செய்வார் என்ன எதிர்பார்க்கப்படியுறது
40,அந்தப் பாலம் செப்டெம்பர் 2017 இல் பிரேசிலிய சுங்கத்துறை சோதனைச் சாவடிகள் தயாரானதும் முழுவதுமாக செயல்படத் திட்டமிடப் பட்டுள்ளது, அந்தப் பாலம் செப்டெம்பர் 2017ில் பிரேசினிய சுங்கத்துரை சோதனைச் சாவடிகள் தயாரானதும் முழுவதுமாக செயல்பட திட்டமிடப்பட்டுள்ளது
41,2002 இல் கோமா நைராகோங்கோ எரிமலையிலிருந்து வெளிப்பட்ட லாவாவினால் நகரின் வீதிகள் அனைத்தும் மற்றும் குறிப்பாக நகர மையம் புதையுண்டு அழிக்கப்பட்டது, 2002 ஹோமா நரோகங்கலோக எரிமலையிலிருந்து வெளியிடப்பட்ட லாவாவி நகரத்தின் வீதியில் அனைத்தும் மட்டும் குறிப்பாக நகர மய்யம் புதியுண்டு அழிக்கப்பட்டது
42,1976 வரை முப்பது சதவீத மச்சு பிச்சு மீட்டெடுக்கப்பட்டது அந்த மீட்டெடுக்கும் நடவடிக்கைகள் இன்று வரைத் தொடர்கின்றன," 1976 வரை 30 செல்வுகள் மச்சுபிச்சு மீட்டு எடுக்கப்பட்டது, அந்த மீட்டு எடுக்கும் நடாவருக்கைகள் இன்றும் வரை தொடரைக்கின்றன."
43,எங்களுடைய விளையாட்டு வீரர்கள் மற்றும் கிளப்புகளின் நலன்கள் மற்றும் அவர்களின் விளையாட்டு ஆகியவை தீர்மானிப்பதை விட எங்கள் நிறுவனத்திற்குள் அர்த்தமுள்ள மாற்றத்துடன் முன்னேறுவதன் மூலம் சிறப்பாக சேவை செய்யப்படலாம் என்ற usoc's அறிக்கையுடன் நாங்கள் உடன்படுகிறோம், எம்களுடைய விலையாட்டு விரவர்கள் மட்டும் கிலப்பு குலின் நலைந்தனவன் மத்றும் அவரம் இல்லையாட்டு ஆகjingுடனித்திரமானிப்பதைரை எங்கள் நிருவனத்திற்கு அர்த்தமுள்ள மாற்றத்துடன் முன்னேறும் தன் முழும் சேரப் பாகச் சேவை செய்யலாம் நாங்கள் உடன்படுகிறோம்
44,1920 களில் பெரும்பாலான குடிமக்கள் மற்றும் தேசங்களின் பரவலான மனப்போக்கு அமைதியையும் தனிமையையும் சார்ந்து இருந்தது, 1920களில் பெரும்பாலான குடி மக்கள் மற்றும் தேசங்களின் பரவலான மனபோக்கு அமைதியையும் தனிமையையும் சார்ந்து இருந்தது.
45,பெருங்காற்றுகள் ஆலங்கட்டி மழை அதிகப்படியான மழைப்பொழிவு மற்றும் காட்டுத்தீ ஆகியவை கடுமையான வானிலையின் வடிவங்கள் மற்றும் விளைவுகள் ஆகும் அதே போல் தான் இடியுடன் கூடிய மழைகள் சூறாவளிக் காற்றுகள் கடல் நீர்த்தாரை மற்றும் சுழல்காற்றுகள்," பெருங்காற்சுகள், ஆலங்கட்டி மலை, அதிகப்படியான மலைப் பொலிவு, மற்றும் காற்றுத்தீன் ஆகியவே, கடுமையான வானிலையின் வடிவங்கள், மற்றும் விளைவுகள் ஆகும் அதேபோல் தான் இடியுணன் கூடிய மலைகள், சூராவலி காற்றுகள், கடல், நீர் தாரை மற்றும் சுலல் காற்றுகள்"
46,"""இயற்கையான சூழல் தாவரங்களுக்கு மிகவும் சிறப்பானவையாகும் ஆகவே ""ஒரே ஒரு"" மாதிரியை கூட நீக்குவதற்கான சோதனையை எதிர்க்கவும்."," ஏற்கையான சுழல், தா வரங்களுக்கு மிகவும் சிறப்பானவே ஆகும். ஆமாம், ஒரே ஒரு மாதிரியேய் கூட நிக்கவதர்கான சோதனையை இறக்கவோம் ஏற்கையான சுuzuல், தா வரங்களுக்கு மிகவும் சிறப்பானவே ஆகும். ஆமாம், ஒரே ஒரு மாதிரியேய் கூட நிக்கவதர்கான சோதனையை இறக்கவோம்"
47,இந்த நோய் குறித்த ஐ.நா. நிபுணர் டேனியல் லாண்டாக்னே கூறுகையில் இந்த அமைதியின்மை அமைதி காக்கும் படையினரால் ஏற்படக்கூடும் என்று கூறினார், இந்த நோய்க்குரித்த ஐநாடிமனர் டேனில் லாண்டாக்னே குருவையில் இந்த அமைதினை அமைதிகாகும் படைநரால் ஏற்படக்கூடும் என்று கூறினார்
48,ரோம் நகரில் பல இடங்களில் ஏராளமான பெரிய தொலைக்காட்சித் திரைகள் அமைக்கப்பட்டு மக்கள் இந்த விழாவைக் காண முடிந்தது, ரோம் நகரில் பல இடங்களில் ஏறாலமான பெரிய துலைக்காட்சி சிறைகள் அமைக்கப்பட்ட மக்கள் இந்த விழாவைக் காண முடிந்துது
49,இது சந்திரனின் மேற்பரப்பில் கணிசமான அளவிலான இருண்ட பகுதியின் கீழ் மெல்லியதாகவும் மேட்டுநிலங்களின் கீழ் தடிமனாகவும் உள்ளது, இது சந்திரனின் மேட்கரத்தில் கணிசமான அளவிலான இருண்ட பகுதியின் குள் மெல்லியதாகும் மேட்டு நிலங்களின் குள் தடிமனாகும் உள்ளது
50,எந்த தயாரிக்கப்பட்டப் பொருட்கள் பழம்பொருட்கள் என்பதற்கு எந்தவொரு உலகளாவிய வரைமுறையும் இல்லை சில வரி நிறுவனங்கள் 100 வருடங்களுக்கு பழமையான பொருட்களை பழம்பொருட்கள் என வரையறுக்கின்றன," எந்த தைரிக்கப்பட்ட பொருட்கள், பலம் பொருட்கள் என்பதற்கு எந்த ஒரு உலகலாவி aquesta வரைமுறையும் இல்லை சில வரி நிறுவனங்கள் 100 வந்தங்களுக்கும் பலமையான பொருட்களை, பலம் பொருட்கள் எனனே வரையார்க்கு படியிருப்பது"
51,ரோஸ்பி எண் குறைவாக உள்ள நட்சத்திரம் காந்தப்புற மாற்ற தொடர்புகளுடன் மிகவும் குறைந்த செயல்பாடு கொண்டதாகவே இருக்கும், ரோஸ்பியென் குறைவாக உள்ள அணிச்சுத்திரம் காந்தப்புற மாட்ட தொடர்புளுடன் மிகவும் குறைந்த சேல்பாடு கொண்டதாவே இருக்கும்
52,அமெரிக்க ஜிம்னாஸ்டிக்ஸ் மற்றும் usoc ஆகிய இரண்டும் பாதுகாப்பான நேர்மறையான மற்றும் அதிகாரம் பெற்ற சூழலில் விளையாட்டு வீரர்கள் தங்கள் லட்சியங்களைத் தொடர ஜிம்னாஸ்டிக்ஸ் விளையாட்டையும் மற்ற விளையாட்டுகளையும் முடிந்தவரை பாதுகாப்பானதாக மாற்றுவதற்கான ஒரே நோக்கத்தைக் கொண்டுள்ளன, அமைக்கு ஜிவினாஸ்டிக்ஸ் மற்றும் சோசி ஆகே இறந்து பாதைக்காப்பான நீயில் மறையான மற்றும் அதிஹாரம் பெற்றச் சோரால் விலையாட்டு வீரைக்கால் தங்கல்லச்சியங்களைத் தொடர் ஜிவினாஸ்டிக்ஸ் விலையாட்டு மற்றும் விலையாட்டுக்கலை ஜிவினாஸ்டிக்ஸ் விலையாட்டுக்கலை
53,மிடில் ஆர்டர் பேட்ஸ்மேன்களான சச்சின் டெண்டுல்கர் ராகுல் டிராவிட் ஆகியோர் சிறப்பாக செயல்பட்டு கூட்டாக நூறு ரன்கள் எடுத்தனர், மீடில் ஆட் பேத்மேன்களான சச்சின் டென்டிஸ்கர் ராகுல் ட்ராவிட் ஆகுயோர் சிறப்பாக செய்லப்பட்டு கூட்டாக நூற ரண்கள் எடுத்தார்
