,reference,transcription
15,ಆ ಬೇರೆ ನಾಮಾಂಕನಗಳಲ್ಲಿ ಕೆಲವು ಅತ್ಯುತ್ತಮ ಸಿನೆಮಾ ನಿರ್ದೇಶಕ ಸಿನೆಮಾಟೋಗ್ರಫಿ ವಸ್ತ್ರ ವಿನ್ಯಾಸ ಸಿನಿಮಾ ಸಂಕಲನ ಮೂಲ ಸಂಗೀತ ಪ್ರೊಡಕ್ಷನ್ ಡಿಸೈನ್ ಧ್ವನಿ ಸಂಕಲನ ಧ್ವನಿ ಮಿಶ್ರಣ ಮತ್ತು ಮೂಲ ಸ್ಕ್ರೀನ್ ಪ್ಲೇ, ಆಬೆರೆ ನಾಂಕನ್ಲಲಲಿ ಕಲಾವು ಅತ್ಯತ್ತಮಾ ಸಿನಮಾ ನಿರ್ದೇಶಕಾ ಸಿನಮಾ ಆಟೋಗರಿ ವಾಸ್ತರವಿನ್ಯಾಸಾ ಸಿನಮಾ ಸಂಕಲನ ಮೂಲಸಂಗಿತಾ ಪರಿರಕ್ಷನ ಡಿಸಾಯ ದೋನೆ ಸಂಕಲನ ದೋನೆ ಮಾ
16,ಎಲ್ಲಾ ವಿಷಯಗಳನ್ನು ಪರಿಗಣಿಸಿದ ನಂತರ ನಮ್ಮ ಪೂರ್ವಜರು ತಮ್ಮ ಪ್ರೋಟೀನ್ ಸಮಸ್ಯೆಯನ್ನು ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ ಸವನ್ನಾದಲ್ಲಿ ಚಿಂಪಾಜಿಗಳು ಮಾಡುವ ರೀತಿಯಲ್ಲಿ ಪರಿಹರಿಸಿದ್ದಲ್ಲಿ ನಾವು ಆಶ್ಚರ್ಯಪಡಬೇಕಾಗಿಲ್ಲ, ಇಲ್ಲಾವಿಷೆಗಳನ್ನು ಪರಿಗನೆಸಿದನಂತ್ರಾ ನಮಾ ಪುರ್ವಜರು ತಮಾ ಪ್ರೆಟಿಂ ಸಮಾಸಿಯನ್ನು ಸವಾಲ್ಪಮಾಟ್ಗೆ ಸಾವನ್ನದಲಿ ಚಿಂಪಾಜಿಗಳು ಮಾಡಿವರಿತೆಲ್ ಪರಿಹರಿಸಿದಲ್ ನಾವ
17,ಕ್ರಸ್ಟ್ ತೆಳ್ಳಗಿರುವುದರಿಂದ ಹತ್ತಿರದಲ್ಲಿ ಹೆಚ್ಚು ಮಾರಿಯಾ ಇರಬಹುದು ಲಾವಾ ರಸವು ಭೂಮಿ ಮೇಲ್ಮೈಗೆ ಏರುವುದು ಸುಲಭವಾಗಿತ್ತು, ಕ್ಸ್ತಿರ ಗಿರವಿದರಿಂದ ಹತ್ರದಲಿ ಹೆಚು ಮಾರಿಯಾಯಿರಭುದು ಲಾವರಾಸಾವು ಬುಮಿ ಮಿಯಲ್ಮವಿಗೆ ಏರುವುದು ಸಿಲಾಬಾವಿಗೆತು ಸಿಲಾಬಾವಿಗಿತು ಸಿಲಾಬಾವಿಗಿತು ಸಿಲಾಬಾ�
18,ತಾಂತ್ರಿಕ ನಿರ್ಣಾಯಕತೆಯ ಹೆಚ್ಚಿನ ವ್ಯಾಖ್ಯಾನಗಳು ಎರಡು ಸಾಮಾನ್ಯ ವಿಚಾರಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುತ್ತವೆ ಅವುಗಳೆಂದರೆ ತಂತ್ರಜ್ಞಾನದ ಅಭಿವೃದ್ಧಿಯು ಹೆಚ್ಚಾಗಿ ಸಾಂಸ್ಕೃತಿಕ ಅಥವಾ ರಾಜಕೀಯ ಪ್ರಭಾವವನ್ನು ಮೀರಿದ ಮಾರ್ಗವನ್ನು ಅನುಸರಿಸುತ್ತದೆ ಮತ್ತು ತಂತ್ರಜ್ಞಾನವು ಸಾಮಾಜಿಕವಾಗಿ ನಿಯಮಾಧೀನಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ ಅಂತರ್ಗತವಾಗಿರುವ ಸಮಾಜಗಳ ಮೇಲೆ ಪರಿಣಾಮಗಳನ್ನು ಬೀರುತ್ತದೆ, तान्त्रिक निर्णाय कत्या हेच्छिन वैक्यानगलू यरडू सामान्य विचारगल अंच्छि कोलूत्तवे. अवुगल निर्णाय कत्या हेच्छागि साम्स्कृतिका अथवा राजकीय प्रभावू अन्नु मीरिदा मार्गव अनु अनुसरिसुत्तते. तान्त्रिक नानव सामाजिकव वागि नियमादिनकिन्त हेच्छागि अंद्रगतवागिरूव समाजगल मेले परिनामगल अनु भीरूत्तते.
19,ಸಿಂಗಾಪುರದ ಉಪ ಪ್ರಧಾನಿ ವಾಂಗ್ ಕಾನ್ ಸೆಂಗ್ ಅವರನ್ನು ಬರಮಾಡಿಕೊಂಡರು ಮತ್ತು ವ್ಯಾಪಾರ ಹಾಗೂ ಭಯೋತ್ಪಾದನೆ ವಿಷಯಗಳ ಬಗ್ಗೆ ಸಿಂಗಾಪುರ ಪ್ರಧಾನಿ ಲೀ ಹ್ಸೀನ್ ಲೂಂಗ್ ಜೊತೆಗೆ ಚರ್ಚಿಸಿದರು, ಸಿಂಗಾಪರದಾದಾನಿ ವಾಂಕಾನ್ಸ್ನ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್�
20,ಪ್ರಮುಖ ಮಿಲಿಟರಿ ಮತ್ತು ನಾಗರಿಕ ಸರಬರಾಜುಗಳನ್ನು ಕಡಿತಗೊಳಿಸುವ ಈ ತಂತ್ರವು ಪರಿಣಾಮಕಾರಿಯಾಗಿ ಸಾಬೀತಾಯಿತು ಆದರೆ ಕಳೆದ ಎರಡು ಶತಮಾನಗಳ ಹಲವಾರು ಅಂತರರಾಷ್ಟ್ರೀಯ ಒಪ್ಪಂದಗಳಿಂದ ಒಟ್ಟುಗೂಡಿಸಿರುವ ಎಲ್ಲರೂ ಒಪ್ಪಿಕೊಂಡಿರುವ ಅಂತರರಾಷ್ಟ್ರೀಯ ಕಾನೂನನ್ನು ಈ ದಿಗ್ಬಂಧನ ಉಲ್ಲಂಘಿಸಿದೆ," प्रमुक्ह मिलितरी मत्व नावेरिक सरबराजुलन्नु कढित्तु उलिसूए यी तन्त्रवु परिनाम कारियागी साबिताइतु. आदरे, कलदे एरूदु स्थमानगला हलवारू अंतररास्षिय अपण्धगलिन्द उट्टूगूडिसिरू इल्लरू उप्पिकोंदिरूओ अंतररास्षिय कानुननु इदिबन्धन उल्लंगिसिदे।"
21,ಒಂದು ಪ್ರಾಯೋಗಿಕ ಲಸಿಕೆಯು ಎಬೋಲಾ ಮರಣ ಪ್ರಮಾಣವನ್ನು ಕಡಿಮೆ ಮಾಡಬಲ್ಲದು ಎಂಬಂತೆ ಕಂಡರೂ ಈವರೆಗೂ ಯಾವುದೇ ಔಷಧಗಳೂ ಪ್ರಸ್ತುತ ಸೋಂಕಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡಲು ಸೂಕ್ತ ಎಂದು ಸ್ಪಷ್ಟವಾಗಿ ಪ್ರದರ್ಶಿಸಿಲ್ಲ, ಪರಯಯವಿಗಲಸಿಕಿ ಯಾಬಾಲ ಮರನನಪ್ರಮಾನವನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್ನ್
22,ಬೆಕ್ಕಿನ ಜಾತಿಯಲ್ಲೇ ಸಿಂಹಗಳು ಸಾಮಾಜಿಕ ಜೀವನ ಇಷ್ಟಪಡುವಂಥವಾಗಿದ್ದು ಪ್ರೈಡ್ ಎಂದು ಕರೆಯುವ ದೊಡ್ಡ ಗುಂಪುಗಳಲ್ಲಿ ವಾಸಿಸುತ್ತವೆ, ಬಿಕಿನ ಜಾತಿಯಲ್ಲಿ ಸಮಾಜಿಕ ಜಿವನಾ ಇಶ್ತಾಬರಿವಾಂತಾಗಿದು ಫ್ರೇಡಿಂದು ಕರೇವಾ ಡೇಡಾ ಗೊಂಪಿಗಳಲಿ ಪಾಸಿಸ್ತಾವಿ.
23,ಅರೋಪಿಗಳು ತಮ್ಮ ಮುಖ ಮುಚ್ಚಿಕೊಂಡು ನ್ಯಾಯಾಲಯಕ್ಕೆ ಹಾಜರಾಗಿದ್ದರು ಎಂದು ಪೋಲಿಸ್ ಅಧೀಕ್ಷಕರಾದ ಚಂದ್ರ ಶೇಖರ್ ಸೋಲಂಕಿ ತಿಳಿಸಿದರು, ಆರುಪಿಗುಲು ತಮಾಮುಕಾಮುಚಿಕುನ್ಡು ನೆಯಾಲೇಯಕೆ ಹಜರಆಗಿದರು ಇಂದು ಪೂಲಿಸಾದಿಕ್ಷಕರಾದ ಚನ್ರಷೆಕರಸುಲಂಗಿ ತಿಲಿಸಿದರು ಅರುಪಿಗುಲು ತಮಾಮುಕಾಮುಚಿಕುನ್ಡು ನ�
24,ಗಾಳಿ ಶುರುವಾದ 5 ನಿಮಿಷಗಳಲ್ಲಿ  ಜೋರಾಗಿ ಬೀಸಲು ಶುರುವಾಯಿತು ಸರಿಸುಮಾರು ಒಂದು ನಿಮಿಷದ ಮೇಲೆ ಗಾಳಿಯು 70ಕಿ.ಮಿ/ಗಂ ತಲುಪಿದೆ... ಆಮೇಲೆ ಮಳೆಯು ಬರುತ್ತದೆ ಅದೆಷ್ಟು ಜೋರು ಮತ್ತು ರಭಸವಾಗಿ ಎಂದರೇ ಅದು ನಿಮ್ಮ ಚರ್ಮದ ಮೇಲೆ ಸೂಜಿಯ ಮೊನೆಯಂತೆ ಚುಚ್ಚುತಿತ್ತು ನಂತರ ಆಲಿಕಲ್ಲುಗಳು ಕೆಳಗೆ ಬೀಳತೊಡಗಿದವು  ಜನರು ಆಕಾಶವೇ ಕಳಚಿ ಬಿದ್ದಂತೆ ಅರಚುತ್ತಾ ಚೀರುತ್ತಾ ಭಯಭೀತರಾಗಿ ಓಡಲು ಶುರುಮಾಡಿದರು, ಗಾಲಿ ಸುರೂವಾದ ಆಇದು ನಿಶಿಗಳಲಲಿ ಜುರಾಗಿ ಬೆಸರು ಸುರೂವಾಯತ್ತ್ತು ಸರುಮಾರು 1 ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ಗಾಲಿ 80 ಕಿಲುಮಿಟರ ಕಲಿಗಿಂತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ತ್ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳಲಿ ನಿಶಿಗಳ�
25,ಅಕ್ಟೋಬರ್ ನಲ್ಲಿ ಆರಂಭವಾದ ತೀವ್ರವಾದ ಆಡಳಿತ ವಿರೋಧಿ ಪ್ರತಿಭಟನೆಗಳಿಗೆ ಆಯೋಗವೇ ಮಾರ್ಟಿಲಿಯ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿತ್ತು, ಅಕ್ಟುಪ್ರನನಲ್ಲಿ ಆರಂಭಾವಾದ ತಿವಿರವಾದ ಆಡ್ಲ್ಲಿತಾವಿರೆದಿ ಪ್ತಿಪ್ತಿನಗಳಿಗೆ ಆಯುಗವೆ ಮಾರ್ಟಿಲ್ಯಾ ಪ್ತಿಕ್ಯಯಯಯಯಗಿತ್ತು.
26,ಆಲಿವರ್ ಸ್ಯಾಕ್ಸ್  ತನ್ನ ದ ಪ್ರೆಸಿಡೆಂಟ್ಸ್ ಸ್ಪೀಚ್  ಎಂಬ ವರದಿಯಲ್ಲಿ ಮೆದುಳು ಜಖಂ‍‌ಗೊಂಡು ಭಾಷಣ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳಲು ಸಾಧ್ಯವಾಗದ ಜನರು ಹೇಗೆ ಪ್ರಾಮಾಣಿಕತೆಯನ್ನು ನಿಖರವಾಗಿ ಅಳೆಯುತ್ತಾರೆ ಎಂದು ತಿಳಿಯಪಡಿಸುತ್ತಾನೆ, ಆಲಿವರ್ಸಕ್ಸ್ ತನ್ನ್ದಾ ಪ್ರಸಿರಿಂಸ್ ಸ್ಪಿಚ್ 80ವರದಿಯಲ್ಲಿ ಮೇದೂಲ್ಜಕಮ್ದು ಬಾಶನಾ ಅರ್ತಮಾಡಿಕುಲ್ಲಿ ಸಾಧ್ಯವಾಗ್ದು ಸನಾರು ಹೆಗೆ ಪ್ರಸಿಮಾಣಿಕಿಯನ್ನು ನಿಕರವಾಗೆ ಅಲ
