,id,hypothesis,reference
65,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:15:48.10_00:15:48.54,ওকে মো,ওকে ম্যাডাম
66,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:29:58.37_00:30:07.00,এটা অ্যাজুকেশন মিনৃসরি থূক এবং রোকার,এটা এজুকেশান মিনিস্ট্রি থেকে এসেছে।তিন মাস ধরে প্রাইমারী স্কুলের শিক্ষকদের মাইনে... দেওয়া হয়নি।
67,MAHARANI_EP_08_BENGALI_20_PM.STEREO_00:11:03.58_00:11:06.00,সাহেব সুজী বলা এসేছি নো,সাহেব সচিবালয় এসেছেন
68,MAHARANI_EP_06_BENGALI_20_PM.STEREO_00:39:44.48_00:39:53.08,আমি আবিনাকে এটা বোলত স্নব যার কিরা,"আমি আপনাকে এটা বলতে চাই, যে আপনি প্রেম কুমার কে বরখাস্ত করে দিন।"
69,MAHARANI_EP_07_BENGALI_20_PM.STEREO_00:06:45.01_00:06:51.29,তারপরে আমি ভাসলা শুধু কোষ্ণক দিল একির হব নতুবছয় উপহাरও ওঁচি,"তারপর আমি ভাবলাম শুধু শুভ কামনা দিলে কি হবে, নতুন বছরের উপহার দেয়া উচিত"
70,MAHARANI_EP_06_BENGALI_20_PM.STEREO_00:42:05.40_00:42:11.39,চাড়ু না মগে চ্য়ারুন ছিলুৎ বিরা,"ছারুন ছারুন আমাকে ছারুন, ছারুন মুনিবর।"
71,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:16:05.01_00:16:09.57,সারঃ কুমর অ্যাটেক রোয় হতিন দশ বদৰ জনও লগৱকি সाধী শূন়,স্যার! স্যার কুমার এ্যাটাক করেছে দশ বারো জন লোককে সাথে নিয়ে।
72,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:31:15.03_00:31:17.00,আরে আপনার কিছু ঢাকর,আরে ! আপনার কাছেও টাকা নেই?
73,MAHARANI_EP_07_BENGALI_20_PM.STEREO_00:21:35.25_00:21:45.09,হামার বন্ধু এক পিয়ো সৃপেম কুমুরা চৌবৈ তাఁকি আবాড় ফির৆ ওঁচি,"আমার বন্ধু, আমার প্রিয়, শ্রী প্রেম কুমার চৌবে বাবু আবার ফিরে এসেছে, ওনাকে স্বাগত জানাই"
74,MAHARANI_EP_10_BENGALI_20_PM.STEREO_00:17:54.01_00:17:56.00,কিন্তু ড,কিন্তু
75,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:18:18.34_00:18:25.00,আরে ভাইঃ আপনারদ্বিদি ঢা লো গূঁতম হল মি,আরে ভাই আপনি হলেন ডিজিপি। সিদ্ধার্থ গৌতম হলো আপনার ।
76,MAHARANI_EP_10_BENGALI_20_PM.STEREO_00:04:34.10_00:04:43.19,এই বিরেন্দর ভাবু কাত ঘুঁড়িয়ো প৆ছি এ তথা বলব না,এই বীরেন্দ্র বাবু এতো ঘুরিয়ে পেচিয়ে কথা বলবেন না সোজাসুজি বলুন কি চাই আপনার?
77,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:04:32.15_00:04:36.00,ঠিক অসা,ঠিক আছে।
78,MAHARANI_EP_06_BENGALI_20_PM.STEREO_00:23:48.37_00:23:50.43,আমি শুধু এটা বোলছিছেন অ্যাখল না,"আমি শুধু এটা বলছি যে এখন না,"
79,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:05:07.10_00:05:09.09,সার কি গোড়ছে না পাঁচ মি,স্যার কি করছেন আপনি
80,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:17:57.40_00:18:01.32,এই কাবেরী তুমি সদ্য বলো দিও পাঁচটা ভূল ওছু চরছি,এই কাবেরী তুমি সত্যি বলোতো কাজটা ভুল করছি না ঠিক ?
81,MAHARANI_EP_08_BENGALI_20_PM.STEREO_00:07:44.34_00:07:46.25,এক এ বারে ভুল ফাঁসছিল,"একেবারে ভুল ভাবছেন,"
82,MAHARANI_EP_06_BENGALI_20_PM.STEREO_00:41:36.40_00:41:41.00,খমা করবেন মুনিবড় এই রকাওয়ার দ্য ও ডা,ক্ষমা করবেন মুনিবর। এই রেখা আমার দেওর কেটে গেছে
83,MAHARANI_EP_10_BENGALI_20_PM.STEREO_00:18:26.50_00:18:32.39,কিন্তু তা সত য়েও আজ শধন অবিবৎস পারসূভর করো মি,কিন্তু তা স্বত্তেও আজ সদনে অবিশ্বাস প্রস্তাবে রাজি করিয়ে
84,MAHARANI_EP_10_BENGALI_20_PM.STEREO_00:03:32.01_00:03:39.39,ও সুখাদ্য কীলেংকারী পৃম মোয়ূর নাకি শঙক রমা,"পশুখাদ্য কেলেংকারী, প্রেমকুমার, নাকি শংকর মাহাতো"
85,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:22:19.50_00:22:20.39,বিহা,বিহার
86,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:17:08.52_00:17:14.00,আলাম বাবু আর এই মুহূর্ত সব ডিএ়মদেরও নিৃদশ থীচছি,আলম বাবু আমি এই মুহুর্তে সব ডিএমদের নির্দেশ দিচ্ছি
87,MAHARANI_EP_08_BENGALI_20_PM.STEREO_00:20:01.01_00:20:08.24,সংজম আর স্বাস শূকে অপহরিক পৃণ দৈজো ধরব গুঁয়া খুব় জ একি হি,সংযম আর সাহস একে অপরের পরিপুরক। কুমার খুব শিগগির জেল থেকে বেরবে।
88,MAHARANI_EP_06_BENGALI_20_PM.STEREO_00:15:10.37_00:15:17.19,যদি আপনির ইস্তিফা নেত করুন,"যদি আপনি ইস্তফা দিতে না চান তাহলে, অন্য একটা কাজ করুন।"
89,MAHARANI_EP_06_BENGALI_20_PM.STEREO_00:29:15.30_00:29:25.49,ওটা ঠিক করতে পঞ্চাশ নার গবোলি,এটা ঠিক করতে কয়েক মাস লাগবে। এইসব লোকেরা যতই সরকারের গারির ইঞ্জিন হোক
90,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:30:40.07_00:30:43.00,এখনে পর্য জালম কি আ,এখানে পারভেজ আলম কে?আপনি?
91,MAHARANI_EP_10_BENGALI_20_PM.STEREO_00:12:35.01_00:12:41.19,কিংদু তুমে আমার জন্য অনকোচি রাত এটা শিব গা,কিন্তু তুমি আমার জন্য অনেক কিছু করেছো এবার একটা শেষ কাজ করে দেও
92,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:29:49.35_00:29:56.29,তুমিও না স্বেয়ই আমী কি পারাত ফিরীনো বি,"তুমিও না সত্যি, আমি কি পড়তে পারি নাকি, তুমি বলতে পারবে কি ।"
93,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:00:36.01_00:00:44.24,তদনায় সংক্রমক হয জীবা নুন মোত খুব দূর কথিতে এ ছড়ি পর,"অন্যায় সংক্রামক হয় জীবানু, খুব দ্রুত গতীতে তা ছড়ীয়ে পড়ে ।"
94,MAHARANI_EP_08_BENGALI_20_PM.STEREO_00:24:11.23_00:24:15.12,গণতন্ধৰে দিবস পযর মন অনিত করা যাক,গণতন্ত্র দিবস পর্যন্ত অপেক্ষা করা যাক।
95,MAHARANI_EP_08_BENGALI_20_PM.STEREO_00:19:49.34_00:19:57.18,যদিই কুঁয়ার জেল থোক তাঁরা নির্তব আপি হৃত এখন খুবশীগ গীর,যদি কুমার জেল থেকে তাড়াতাড়ি না বেরয় তাহলে খুব শিগগিরি ভিমার উপর গুলি চলবে।
96,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:10:25.01_00:10:28.00,আমি জীবনে কোনওদিন ভা,আমি জীবনে কোনদিন ভাবিনি
97,MAHARANI_EP_10_BENGALI_20_PM.STEREO_00:19:17.10_00:19:23.29,কিন্তু ভীমা বাবুই ইতি হাস এক ফূল করেন না,কিন্তু ভীমা বাবু ইতিহাস একই ভুল বার বার করেনা
98,MAHARANI_EP_06_BENGALI_20_PM.STEREO_00:23:41.58_00:23:48.36,অবশ্যই করবো মেডাম আর তদন হওয়া উচিত এরও পপ নুমাৰূ অনি সুব ব,অবস্যই করব ম্যাড্যাম। আর তদন্ত হওয়া উচিৎ আর প্রেম কুমারের উপরও কেস করা উচিৎ।
99,MAHARANI_EP_09_BENGALI_20_PM.STEREO_00:09:57.05_00:09:58.31,অনেক ধর্নাবাদ,অনেক ধন্যবাদ
100,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:10:01.33_00:10:03.00,আর উর্ডোপাতে ফিরি আস,করেন আর উল্টো পথে ফিরে আসেন ।
101,MAHARANI_EP_07_BENGALI_20_PM.STEREO_00:37:06.01_00:37:06.43,কে ছিন,কে ছিলো ?
102,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:23:00.01_00:23:08.00,উদ্যোগ শনিতে আছবি অপার করমাচা রীদ ম ধব,"হ্যা।ও দক্ষ শ্রেণিতেও আছে, আপনার কর্মচারীদের মধ্যেও আছে।"
103,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:02:22.38_00:02:27.00,বাচ্চা থেকি পুড়ো এক টার কৌঁছনাകী সময় অধিন,"বাচ্চা থেকে বুড়ো, একটাকেও ছাড়বি না সব কটাকে মেরে ফেল।"
104,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:32:25.27_00:32:32.22,ম্যাডম এফ ইউ ডোন মিনেড হতির গি আলসনা করা,"ম্যাডাম, ইফ ইউ ডোন্ট মাইন্ড ভেতরে গিয়ে আলোচনা করা যাক"
105,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:15:04.37_00:15:08.00,ম্যাডেম সা শূক পার টি বিদুৎ রকৃষকদ হয় ছোট এই,ম্যাডাম সাড়ে বারোটায় বিদ্যুৎ বিভাগের সাথে মিটিং আছে তারপর পঞ্চায়েত বিভাগের সাথে
106,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:16:48.05_00:16:49.20,কোওয়া গুড়ে নিন্দুর কারণী সাত মৃতি উপসূচন এক বিবৎস,ক্ষমা করে দাও ভাই
107,MAHARANI_EP_10_BENGALI_20_PM.STEREO_00:27:45.40_00:27:51.17,আর আপনি জানেন শুধু মার্ত একটা পোষুবলূণ বിভা,আর আপনি জানেন শুধুমাত্র একটা পশুপালন বিভাগ থেকে
108,MAHARANI_EP_04_BENGALI_20_PM.STEREO_00:19:25.13_00:19:28.37,কি,কিহ ?...কিন্তু...
109,MAHARANI_EP_10_BENGALI_20_PM.STEREO_00:30:22.47_00:30:27.47,সমতা ব্যাপারট ফির দিকে যোন সব ধা,ব্যাপারটা ভালোর দিকে যাচ্ছেনা সাবধানে
110,MAHARANI_EP_08_BENGALI_20_PM.STEREO_00:21:24.01_00:21:27.16,পার্টি ততো আমিকাজ কূড়েন নিব দা হরকేশ്বর বাబু,"পার্টিতে তো আমি কাজ করে নেব তারকেস্বর বাবু,"
111,MAHARANI_EP_05_BENGALI_20_PM.STEREO_00:16:50.11_00:16:56.26,সে তো নিশ্চয়ি মैডাম কারন বিরুষণীর পূলক একব টা ড,"সে তো নিশ্চয় ম্যাডাম, কিন্তু কোনো ডিস্ট্রিকের ডিএম কো-অপারেট করছেনা ম্যাডাম ।"
