,reference,transcription
10,ನಮಗೆ ಖಚಿತವಾಗಿ ಗೊತಿಲ್ಲದಿದ್ದರೂ ಅದಕ್ಕೆ ಸೀಳು ನಾಲಿಗೆ ಇದ್ದಿರಬಹುದು. ಅದರ ಆಹಾರ ಆಮೆಗಳು ದೊಡ್ಡ ಮೀನುಗಳು ಇತರೇ ಮೊಸಾಸಾರಸ್‌ಗಳು ಮತ್ತು ಅದು ಸ್ವಜಾತಿ ಭಕ್ಷಕವೂ ಆಗಿದ್ದಿರಬಹುದು," ನಮಗೆ ಕಚಿದವಾಗಿ ಗೊತ್ತಿಲದಿತರು ಅದಕ್ಕೆ ಸಿಳು ನಾಲಿಗೆ ಇತ್ತಿರ ಬೋಹುದು. ಅದರ ಆಹಾರ ಆಮೆಗಳು, ದೊಟ್ಟ ಮಿನುಗಳು, ಇತ್ತರೆ ಮೋಸಾಸ ರಸ್ಗಳು ಮತ್ತು ಅದು ಸ್ವಜಾತಿ ಬಕ್ಷಕ�"
11,ಪ್ಯಾರಿಸ್ ಜನರು ಉದ್ರೇಕಕಾರಿ ಅಸಭ್ಯ ಮತ್ತು ಸೊಕ್ಕಿನಿಂದ ಕೂಡಿದವರು ಎಂಬ ಕುಖ್ಯಾತಿಯನ್ನು ಹೊಂದಿದ್ದಾರೆ, ಪಾರಿಸ್ ಚನರು ಉದ್ರೇಕ ಕಾರಿ ಅಸಭ್ಯ ಮತ್ತು ಸೋಕ್ಕಿ ನಿಂದ ಕೂಡಿದವರು ಎಂಬ ಕುಕ್ಯಾತಿಯನ್ನು ಹೊಂದಿದ್ದಾರೆ.
12,ಹೊಸದನ್ನು ಕಾಣಿಸಿಕೊಂಡಾಗ ಕೀಬೋರ್ಡ್ ಹೇಗಿರುತ್ತದೆ ಎಂದು ಜನರು ತಿಳಿದುಕೊಳ್ಳಲು ಬಯಸುತ್ತಾರೆ, ಹಸದನ್ನು ಕಾಣಿಸಿಕೊಂಡಾಗ ಕಿಯಿಬೋಡ್ ಹೇಗಿರುತ್ತದೇ ಎಂದು ಜನರು ತಿವಿದು ಕೊಳ್ಳಲು ಬೈಸುತ್ತಾರೆ.
13,ಅದರೂ ಪ್ರಾಧಿಕಾರಗಳಿಂದ ಸಲಹೆ ಪಡೆಯಿರಿ ಎಲ್ಲ ಚಿಹ್ನೆಗಳಿಗೆ ಬದ್ಧರಾಗಿ ಮತ್ತು ಸುರಕ್ಷತೆ ಎಚ್ಚರಿಕೆಗಳ ಬಗ್ಗೆ ಹೆಚ್ಚು ಗಮನ ಹರಿಸಿ," ಆದರು ಪ್ರಾಧಿಕಾರವಿಂದು ಸನಹೆ ಪಡೇರಿ, ಎಲ್ಲಾ ಚಿನ್ನವಿಲ್ಲಿ ಬತ್ತರಾಜಿ ಮತ್ತು ಸುರಕ್ಷತೆ ಎಚ್ಚರಿಕಿವಲ್ಲಪಕ್ಕೆ ಹೆಚ್ಚು ದಮನಾರಿಸೆ."
14,ಪಿರಮಿಡ್ ಧ್ವನಿ ಮತ್ತು ಬೆಳಕಿನ ಪ್ರದರ್ಶನವು ಈ ಭಾಗದ ಮಕ್ಕಳಿಗೆ ಅತ್ಯಂತ ಆಸಕ್ತಿದಾಯಕ ವಿಷಯವಾಗಿದೆ, ಪಿರಮಿಟ್ ದ್ವನಿ ಮತ್ತು ಬಳಕಿನ ಪ್ರದಶ್ಯನವು ಇಭಾಗದ ಮಕ್ಕಳೆಯೆ ಅತ್ಯಂತ ಆಸಕ್ತಿ ದಾಯಕ ವಿಶೇವಾಗಿದೆ.
15,ಆ ಬೇರೆ ನಾಮಾಂಕನಗಳಲ್ಲಿ ಕೆಲವು ಅತ್ಯುತ್ತಮ ಸಿನೆಮಾ ನಿರ್ದೇಶಕ ಸಿನೆಮಾಟೋಗ್ರಫಿ ವಸ್ತ್ರ ವಿನ್ಯಾಸ ಸಿನಿಮಾ ಸಂಕಲನ ಮೂಲ ಸಂಗೀತ ಪ್ರೊಡಕ್ಷನ್ ಡಿಸೈನ್ ಧ್ವನಿ ಸಂಕಲನ ಧ್ವನಿ ಮಿಶ್ರಣ ಮತ್ತು ಮೂಲ ಸ್ಕ್ರೀನ್ ಪ್ಲೇ," ಆ ಬೇರೆ ನಾಮಾಂಕನಗಳಲ್ಲಿ ಕಿಲವು ಅತ್ಯುತ್ತಮ ಸಿನಿಮಾ, ನಿರ್ದೇಶಕ, ಸಿನಿಮಾಟೋಗ್ರಫಿ, ವಸ್ತ್ರವಿಂಯಾಸ, ಸಿನಿಮಾ ಸಂಕಲನ, ಮೂಲ ಸಂಗಿತ, ಪ್ರಡಾಕ್ಷನ, ಡಿಜಾಯನ, ದ್ವನಿ ಸಂ�"
16,ಎಲ್ಲಾ ವಿಷಯಗಳನ್ನು ಪರಿಗಣಿಸಿದ ನಂತರ ನಮ್ಮ ಪೂರ್ವಜರು ತಮ್ಮ ಪ್ರೋಟೀನ್ ಸಮಸ್ಯೆಯನ್ನು ಸ್ವಲ್ಪಮಟ್ಟಿಗೆ ಸವನ್ನಾದಲ್ಲಿ ಚಿಂಪಾಜಿಗಳು ಮಾಡುವ ರೀತಿಯಲ್ಲಿ ಪರಿಹರಿಸಿದ್ದಲ್ಲಿ ನಾವು ಆಶ್ಚರ್ಯಪಡಬೇಕಾಗಿಲ್ಲ, ಎಲ್ಲಾ ವಿಷೇಗಳನ್ನು ಪರಿಗಣಿಸಿದ ನಂತರ ನಮ್ಮ ಪೂರ್ವಜರು ತಮ್ಮ ಪ್ರೋಟಿನ್ ಸಮಸ್ಯಯನ್ನು ಸ್ವಲ್ಪ ಮಟ್ಟಿಗೆ ಸವನ್ನಾದಲ್ಲಿ ಚಿಂಪಾಂಜಿಗಳು ಮಾಡುವ ರಿತಿಯಲ್ಲಿ ಪರಿಹರಿಸಿ
17,ಕ್ರಸ್ಟ್ ತೆಳ್ಳಗಿರುವುದರಿಂದ ಹತ್ತಿರದಲ್ಲಿ ಹೆಚ್ಚು ಮಾರಿಯಾ ಇರಬಹುದು ಲಾವಾ ರಸವು ಭೂಮಿ ಮೇಲ್ಮೈಗೆ ಏರುವುದು ಸುಲಭವಾಗಿತ್ತು, ಕ್ರಸ್ಟ್ ತಿರಗಿರುವುದರಿಂದ ಹತ್ತಿರದಲ್ಲಿ ಹೆಚ್ಚು ಮಾರಿಯಾ ಇರಬಹುದು. ಲಾವಾರಸವು ಬೂಮಿ ಮೇಲ್ಮೈಗೆ ಏರುವುದು ಸುಲಬವಾಗಿತ್ತು.
18,ತಾಂತ್ರಿಕ ನಿರ್ಣಾಯಕತೆಯ ಹೆಚ್ಚಿನ ವ್ಯಾಖ್ಯಾನಗಳು ಎರಡು ಸಾಮಾನ್ಯ ವಿಚಾರಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುತ್ತವೆ ಅವುಗಳೆಂದರೆ ತಂತ್ರಜ್ಞಾನದ ಅಭಿವೃದ್ಧಿಯು ಹೆಚ್ಚಾಗಿ ಸಾಂಸ್ಕೃತಿಕ ಅಥವಾ ರಾಜಕೀಯ ಪ್ರಭಾವವನ್ನು ಮೀರಿದ ಮಾರ್ಗವನ್ನು ಅನುಸರಿಸುತ್ತದೆ ಮತ್ತು ತಂತ್ರಜ್ಞಾನವು ಸಾಮಾಜಿಕವಾಗಿ ನಿಯಮಾಧೀನಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ ಅಂತರ್ಗತವಾಗಿರುವ ಸಮಾಜಗಳ ಮೇಲೆ ಪರಿಣಾಮಗಳನ್ನು ಬೀರುತ್ತದೆ, ತಾಂತ್ರಿಕ ನಿರ್ಣಾಯಕತೆಯ ಹೆಚ್ಚಿನ ವಾಖ್ಯಾನಗಳು ಎರ್ಡು ಸಾಮಾನ್ಯ ವಿಚಾರಗಳನ್ನು ಹಂಚಿಕೊಳ್ಳುತ್ತವೇ. ಅವುಗಳೆಂದರೆ ತಂತ್ರತ್ನಾನದ ಅಭಿವರುದ್ಧಿಯು ಹೆಚ್ಚಾಗಿ ಸಾಮ್ಸ್ಕುತ್ತಿಕ ಅಥವ ರಾಜಕಿಯ ಪ್ರಭಾವವನ್ನು ಮಿರಿದ ಮಾರ್ಗವನ್ನು ಅನುಸರಿಸುತ್ತದೆ. ಮತ್ತು ತಂತ್ರತ್ನಾನವು ಸಾಮಾಜಿಕವಾಗಿ ನಿಯಮಾಧಿನಕ್ಕಿಂತ ಹೆಚ್ಚಾಗಿ ಅನ್ತರ್ಗತವಾಗಿರುವ ಸಮಾಜಗಳ ಮೇಲೆ ಪರಿಣಾಮಗಳನ್ನು ಬಿರುತ್ತದೆ.
19,ಸಿಂಗಾಪುರದ ಉಪ ಪ್ರಧಾನಿ ವಾಂಗ್ ಕಾನ್ ಸೆಂಗ್ ಅವರನ್ನು ಬರಮಾಡಿಕೊಂಡರು ಮತ್ತು ವ್ಯಾಪಾರ ಹಾಗೂ ಭಯೋತ್ಪಾದನೆ ವಿಷಯಗಳ ಬಗ್ಗೆ ಸಿಂಗಾಪುರ ಪ್ರಧಾನಿ ಲೀ ಹ್ಸೀನ್ ಲೂಂಗ್ ಜೊತೆಗೆ ಚರ್ಚಿಸಿದರು, ಸಿಂಗಾಪುರದ ಉಬ್ಬ ಪ್ರದಾನಿ ವಾಂಕೋನ್ ಸೇಂಗ್ ಅವರನು ಬರಮಾಡಿಕೊಂಡರು ಮತ್ತು ವಿಯಾಪಾರ ಹಾಗು ಬಯೋತ್ಪಾದನೆ ವಿಷೆಗಳ ಅಭಗೆ ಸಿಂಗಾಪುರ ಪ್ರದಾನಿ ಲಿಹಿಂಸ್ ಲೂಗು ಜದಗೆ �
20,ಪ್ರಮುಖ ಮಿಲಿಟರಿ ಮತ್ತು ನಾಗರಿಕ ಸರಬರಾಜುಗಳನ್ನು ಕಡಿತಗೊಳಿಸುವ ಈ ತಂತ್ರವು ಪರಿಣಾಮಕಾರಿಯಾಗಿ ಸಾಬೀತಾಯಿತು ಆದರೆ ಕಳೆದ ಎರಡು ಶತಮಾನಗಳ ಹಲವಾರು ಅಂತರರಾಷ್ಟ್ರೀಯ ಒಪ್ಪಂದಗಳಿಂದ ಒಟ್ಟುಗೂಡಿಸಿರುವ ಎಲ್ಲರೂ ಒಪ್ಪಿಕೊಂಡಿರುವ ಅಂತರರಾಷ್ಟ್ರೀಯ ಕಾನೂನನ್ನು ಈ ದಿಗ್ಬಂಧನ ಉಲ್ಲಂಘಿಸಿದೆ, ಪ್ರಮುಖ ಮಿಲಿಟರಿ ಮತ್ತು ನಾಗರಿಕ ಸರಪರಾಜುಗಳನ್ನು ಕಡಿತ ಉಳಿಸುವ ಇದ್ ತಂತ್ರವು ಪರಿನಾಮ ಕಾರಿಯಾಗಿ ಸಾಬಿತಾಯಿತು. ಆದರೆ ಕಳದ ಎರ್ಡು ಶತಮಾನಗಳ ಹಲವಾರು ಅಂತರರಾಸ್ಟಿಯ ಒಪ್ಪಂದಗಳಿಂದ ಒಟ್ಟು ಗೂಡಿಸಿರುವ ಎಲ್ಲರು ಉಪ್ಪಿಕೊಂಡಿರುವ ಅಂತರರಾಸ್ಟಿಯ ಕಾನುನ್ನು ಇದಿಬ್ಬಂದನ ಉಳ್ಳಂಗಿಸ�
21,ಒಂದು ಪ್ರಾಯೋಗಿಕ ಲಸಿಕೆಯು ಎಬೋಲಾ ಮರಣ ಪ್ರಮಾಣವನ್ನು ಕಡಿಮೆ ಮಾಡಬಲ್ಲದು ಎಂಬಂತೆ ಕಂಡರೂ ಈವರೆಗೂ ಯಾವುದೇ ಔಷಧಗಳೂ ಪ್ರಸ್ತುತ ಸೋಂಕಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡಲು ಸೂಕ್ತ ಎಂದು ಸ್ಪಷ್ಟವಾಗಿ ಪ್ರದರ್ಶಿಸಿಲ್ಲ, ವನ್ತು ಪ್ರಾಯೋಗಿಕ ಲಸಿಕೆಯು ಎಬ್ಬೋಲ ಮರ್ಣ ಪ್ರಮಾಣವನ್ನು ಕಡುಮೆ ಮಾಡಬಲ್ಲದು ಎಮ್ಬಂತೆ ಕಂಡರು ಇವರೆಗು ಯಾವುದೆ ಆವ್ಷದಗಳು ಪ್ರಸ್ತುತ ಸೋಂಕಿ ಎಚ್ಚಿಕಿಸ್ಸಿನಿಡಲು ಸ
22,ಬೆಕ್ಕಿನ ಜಾತಿಯಲ್ಲೇ ಸಿಂಹಗಳು ಸಾಮಾಜಿಕ ಜೀವನ ಇಷ್ಟಪಡುವಂಥವಾಗಿದ್ದು ಪ್ರೈಡ್ ಎಂದು ಕರೆಯುವ ದೊಡ್ಡ ಗುಂಪುಗಳಲ್ಲಿ ವಾಸಿಸುತ್ತವೆ, ಬೆಕ್ಕಿನ ಜಾತಿಯಲ್ಲೆ ಸಿಮ್ಹಾಗಳು ಸಮಾಜಿಕ ಜಿವನ ಇಷ್ಟಪಡುವನ್ನತಾಗಿದ್ದು ಫ್ರೈಡ್ ಎಂದು ಕರೇವ ದೊಡ್ಡ ಗುಂಪುಗಳಲ್ಲಿ ಪಾಸಿಸುತ್ತವೇ.
23,ಅರೋಪಿಗಳು ತಮ್ಮ ಮುಖ ಮುಚ್ಚಿಕೊಂಡು ನ್ಯಾಯಾಲಯಕ್ಕೆ ಹಾಜರಾಗಿದ್ದರು ಎಂದು ಪೋಲಿಸ್ ಅಧೀಕ್ಷಕರಾದ ಚಂದ್ರ ಶೇಖರ್ ಸೋಲಂಕಿ ತಿಳಿಸಿದರು, ಆರೋಪಿಗಳು ತಮ್ಮ ಮುಕಾ ಮುಚ್ಚಿಕೊಂಡು ನಿಯಾಯಲೈಕ್ಕೆ ಹಾಜರಾಗಿದ್ದರು ಎಂದು ಪೋಲಿಸ್ ಅಧಿಕ್ಷಕರದ ಚಂದ್ರಶೇಕರ್ ಸೋಲಂಗಿ ತಿಳಿಸಿದರು.
24,ಗಾಳಿ ಶುರುವಾದ 5 ನಿಮಿಷಗಳಲ್ಲಿ  ಜೋರಾಗಿ ಬೀಸಲು ಶುರುವಾಯಿತು ಸರಿಸುಮಾರು ಒಂದು ನಿಮಿಷದ ಮೇಲೆ ಗಾಳಿಯು 70ಕಿ.ಮಿ/ಗಂ ತಲುಪಿದೆ... ಆಮೇಲೆ ಮಳೆಯು ಬರುತ್ತದೆ ಅದೆಷ್ಟು ಜೋರು ಮತ್ತು ರಭಸವಾಗಿ ಎಂದರೇ ಅದು ನಿಮ್ಮ ಚರ್ಮದ ಮೇಲೆ ಸೂಜಿಯ ಮೊನೆಯಂತೆ ಚುಚ್ಚುತಿತ್ತು ನಂತರ ಆಲಿಕಲ್ಲುಗಳು ಕೆಳಗೆ ಬೀಳತೊಡಗಿದವು  ಜನರು ಆಕಾಶವೇ ಕಳಚಿ ಬಿದ್ದಂತೆ ಅರಚುತ್ತಾ ಚೀರುತ್ತಾ ಭಯಭೀತರಾಗಿ ಓಡಲು ಶುರುಮಾಡಿದರು, ಗಾಳಿ ಶುರುವಾದ ಐದು ನಿಮಿಷಗಳಲ್ಲಿ ಜೋರಾಗಿ ಬಿಸರು ಶುರುವಾಯತ್ತು. ಸರಿ ಸುಮಾರು ಒಂದು ನಿಮಿಷದ ಮೇಲೆ ಗಾಳಿಯು ಎಪ್ಪತ್ತು ಕಿನೋಮಿಟರ್ಕಳಿಗಿಂತ ತಲುಪಿದೆ. ಆಮೇಲೆ ಮ ಪೇಲೆ ತೊಡಗಿದಗು ಜನರು ಆಕಾಶವೇ ಕಳಚಿ ಬಿದ್ಧನ್ತೆ ಅಡಚುತ್ತ ಚಿರುತ್ತ ಬಯಬಿತ್ತರಾಗಿ ಓಡರ ಶುರು ಮಾಡಿದರು.
25,ಅಕ್ಟೋಬರ್ ನಲ್ಲಿ ಆರಂಭವಾದ ತೀವ್ರವಾದ ಆಡಳಿತ ವಿರೋಧಿ ಪ್ರತಿಭಟನೆಗಳಿಗೆ ಆಯೋಗವೇ ಮಾರ್ಟಿಲಿಯ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿತ್ತು, ಅಕ್ಟೋಬರನಲ್ಲಿ ಆರಂಭವಾದ ತಿವಿರವಾದ ಆಡಲ್ಲಿತ ವಿರೋಧಿ ಪ್ರತಿಪಟನೆಗಳಿಗೆ ಆಯೋಗವೇ ಮಾರ್ಟಿಲ್ಲಿಯ ಪ್ರತಿಕ್ರಿಯೆ ಆಗಿತ್ತು
26,ಆಲಿವರ್ ಸ್ಯಾಕ್ಸ್  ತನ್ನ ದ ಪ್ರೆಸಿಡೆಂಟ್ಸ್ ಸ್ಪೀಚ್  ಎಂಬ ವರದಿಯಲ್ಲಿ ಮೆದುಳು ಜಖಂ‍‌ಗೊಂಡು ಭಾಷಣ ಅರ್ಥ ಮಾಡಿಕೊಳ್ಳಲು ಸಾಧ್ಯವಾಗದ ಜನರು ಹೇಗೆ ಪ್ರಾಮಾಣಿಕತೆಯನ್ನು ನಿಖರವಾಗಿ ಅಳೆಯುತ್ತಾರೆ ಎಂದು ತಿಳಿಯಪಡಿಸುತ್ತಾನೆ, ಆಲಿವರ್ ಸೈಕ್ಸ್ ತನ್ನದ ಪ್ರಸಿರೆಂಸ್ ಸ್ಪಿಚ್ ಎಂಬ ವರದಿಯಲ್ಲಿ ಮೆದುಳು ಜಕಮ್ ಉಣ್ಡು ಬಾಶನ ಅರತ್ತಮಾಡಿಕೊಳು ಸಾಧ್ಯವಾಗದು ಜನರು ಹೇಗೆ ಪ್ರವಾಣಿಕತ್ತಿಯನ್ನು ನಿಕರವಾಗ�
